Ticker,Name
^NQDM5500JPYT,NASDAQ Developed Media JPY TR I
^NQNOMCJPY,NASDAQ Norway Mid Cap JPY Index
^NQRUMCJPYT,NASDAQ Russia Mid Cap JPY TR In
^NQTRLMJPYN,NASDAQ Turkey Large Mid Cap JPY
^NQNOJPYN,NASDAQ Norway JPY NTR Index
^NQTHSCJPY,NASDAQ Thailand Small Cap JPY I
^NQEUMCJPYT,NASDAQ Europe Mid Cap JPY TR In
^NQCN7000JPYN,NASDAQ China Utilities JPY NTR
31549698.SG,
^NQPELMJPYT,NASDAQ Peru Large Mid Cap JPY T
^NQMAJPYT,NASDAQ Morocco JPY TR Index
^NQUSB5500LMJPYT,NQ US Media Large Mid Cap JPY
^NQUSM1300JPYN,NQ US Md Cap Chemicals JPY NTR
^NQUSL5300JPYT,NQ US Lg Cap Retail JPY TR Inde
^NQUSM5557JPYT,NQ US Md Cap Publishing JPY TR
^NQTWJPYT,NASDAQ Taiwan JPY TR Index
^NQDKJPYT,NASDAQ Denmark JPY TR Index
31549701.SG,
31562031.SG,
^NQDMJPY,NASDAQ Developed Markets JPY In
^NQUSS8530JPY,NQ US Sm Cap Nonlife Ins JPY In
^NQSGLCJPY,NASDAQ Singapore Large Cap JPY
^NQMYLCJPYN,NASDAQ Malaysia Large Cap JPY N
^NQUSL1300JPYT,NQ US Lg Cap Chemicals JPY TR I
^NQGB9000JPYT,NASDAQ UK Tech JPY TR Index
^NQUSL8570JPYT,NQ US Lg Cap Life Ins JPY TR In
^NQUSL6000JPYT,NQ US Lg Cap Telecom JPY TR Ind
^NQGBJPYT,NASDAQ UK JPY TR Index
^NQCA7000JPYN,NASDAQ Canada Utilities JPY NTR
^NQPHMCJPYN,NASDAQ Philippines Mid Cap JPY
^NQDKMCJPY,NASDAQ Denmark Mid Cap JPY Inde
^NQUSM8777JPYN,NQ US Md Cap Inv Svcs JPY NTR I
^NQUSL8570JPYN,NQ US Lg Cap Life Ins JPY NTR I
^NQUSL2717JPYN,NQ US Lg Cap Defense JPY NTR In
^NQUSS5500JPY,NQ US Sm Cap Media JPY Index
^NQUSM8777JPY,NQ US Md Cap Inv Svcs JPY Index
^NQPHJPYN,NASDAQ Philippines JPY NTR Inde
^NQUSS9537JPYN,NQ US Sm Cap Software JPY NTR I
^NQNOLCJPY,NASDAQ Norway Large Cap JPY Ind
^NQUSS2000JPYN,NQ US Sm Cap Inds JPY NTR Index
31766444.SG,
SA6JMVL.Z,
31560401.SG,
^NQUSLJPY,NASDAQ US Large Cap JPY Index
^NQUSS3767JPYT,NQ US Sm Cap Psnl Products JPY
^NQUSB8538LMJPY,NQ US ReIns Large Mid Cap JPY
^NQUSMJPYT,NASDAQ US Mid Cap JPY TR Index
^NQUSM4577JPY,NQ US Md Cap Pharma JPY Index
^NQPTJPY,NASDAQ Portugal JPY Index
^NQMY7000JPYN,NASDAQ Malaysia Utilities JPY N
^NQDMLCJPYN,NASDAQ Developed Large Cap JPY
^NQCA7000JPY,NASDAQ Canada Utilities JPY Ind
^NQGB2000LMJPYN,NASDAQ UK Inds Large Mid Cap JP
^NQMEA5300JPYN,NASDAQ MEA Retail JPY NTR Index
^NQUSM5300JPYT,NQ US Md Cap Retail JPY TR Inde
^NQMALMJPY,NASDAQ Morocco Large Mid Cap JP
^NQTRSCJPY,NASDAQ Turkey Small Cap JPY Ind
^NQUSL1770JPYN,NQ US Lg Cap Mining JPY NTR Ind
^NQTHJPYT,NASDAQ Thailand JPY TR Index
31549704.SG,
^NQES2000JPY,NASDAQ Spain Inds JPY Index
^NQUSM5557JPYN,NQ US Md Cap Publishing JPY NTR
^NQUSB8500LMJPYT,NQ US Ins Large Mid Cap JPY TR
^NQPH7000JPYT,NASDAQ Philippines Utilities JP
^NQCAMCJPY,NASDAQ Canada Mid Cap JPY Index
^NQID2000JPYT,NASDAQ Indonesia Inds JPY TR In
^NQSG9000JPYT,NASDAQ Singapore Tech JPY TR In
^NQRUJPY,NASDAQ Russia JPY Index
SXW1JN.Z,
31549680.SG,
31551923.SG,
^NQGB5700JPYN,NASDAQ UK Travel & Leisure JPY
^NQPHJPY,NASDAQ Philippines JPY Index
^NQSESCJPYT,NASDAQ Sweden Small Cap JPY TR
^NQMY2000JPYT,NASDAQ Malaysia Inds JPY TR Ind
SXTRUJMY.Z,
31549681.SG,
^NQUSS5379JPY,NQ US Sm Cap Specialty Rtlrs JP
^NQEURO5500JPYN,NASDAQ Eurozone Media JPY NTR I
^NQCNSCJPYT,NASDAQ China Small Cap JPY TR I
^NQGB9000JPY,NASDAQ UK Tech JPY Index
^NQUSL5500JPYN,NQ US Lg Cap Media JPY NTR Inde
^NQESMCJPYT,NASDAQ Spain Mid Cap JPY TR Ind
^NQGB2000LMJPY,NASDAQ UK Inds Large Mid Cap JP
^NQGB6000JPYN,NASDAQ UK Telecom JPY NTR Index
31560410.SG,
^NQGBLCJPYN,NASDAQ UK Large Cap JPY NTR Ind
^NQEUMCJPY,NASDAQ Europe Mid Cap JPY Index
^NQMAJPY,NASDAQ Morocco JPY Index
^NQUSS9576JPY,NQ US Sm Cap Semiconductors JPY
^NQUSS2797JPY,NQ US Sm Cap Ind Suppliers JPY
^NQUSS3780JPYT,NQ US Sm Cap Tobacco JPY TR Ind
^NQTWMCJPY,NASDAQ Taiwan Mid Cap JPY Index
0J11.DE,INAV JPY
^NQEULCJPYT,NASDAQ Europe Large Cap JPY TR
^NQUSS4577JPYT,NQ US Sm Cap Pharma JPY TR Inde
^NQUSS2757JPYT,NQ US Sm Cap Ind Machinery JPY
^NQINMCJPYT,NASDAQ India Mid Cap JPY TR Ind
^NQEU1300JPY,NASDAQ Europe Chemicals JPY Ind
^NQNL2000JPY,NASDAQ Netherlands Inds JPY Ind
^NQEUJPY,NASDAQ Europe JPY Index
^NQIN7000JPY,NASDAQ India Utilities JPY Inde
^NQPLMCJPY,NASDAQ Poland Mid Cap JPY Index
^NQCALCJPY,NASDAQ Canada Large Cap JPY Ind
^NQGB8500LMJPYN,NASDAQ UK Ins Large Mid Cap JPY
^NQGBLCJPY,NASDAQ UK Large Cap JPY Index
^NQIDMCJPYT,NASDAQ Indonesia Mid Cap JPY TR
^NQEURO5500JPYT,NASDAQ Eurozone Media JPY TR In
^NQEU7000JPY,NASDAQ Europe Utilities JPY Ind
^NQTH6000JPYN,NASDAQ Thailand Telecom JPY NTR
^NQUSS9535JPY,NQ US Sm Cap Internet JPY Index
0J1R.DE,INAV JPY
^NQMXJPY,NASDAQ Mexico JPY Index
31551919.SG,
^NQUSL8675JPYT,NQ US Lg Cap Specialty REITs JP
^NQUSL5300JPYN,NQ US Lg Cap Retail JPY NTR Ind
^NQCLJPY,NASDAQ Chile JPY Index
^NQUSL9576JPY,NQ US Lg Cap Semiconductors JPY
^NQUSSJPYN,NASDAQ US Small Cap JPY NTR Ind
SXTRUJHJ.Z,
^NQMYSCJPYT,NASDAQ Malaysia Small Cap JPY T
31562032.SG,
^NQPTMCJPYT,NASDAQ Portugal Mid Cap JPY TR
^NQNLLCJPYN,NASDAQ Netherlands Large Cap JP
^NQRULCJPY,NASDAQ Russia Large Cap JPY Ind
^NQTRMCJPY,NASDAQ Turkey Mid Cap JPY Index
^NQTW2000JPYN,NASDAQ Taiwan Inds JPY NTR Inde
^NQUSS3767JPY,NQ US Sm Cap Psnl Products JPY
^NQAU9000JPY,NASDAQ Australia Tech JPY Index
^NQNOLMJPYN,NASDAQ Norway Large Mid Cap JPY
^NQUSS8777JPYT,NQ US Sm Cap Inv Svcs JPY TR In
0J9H.DE,INAV JPY
^NQUSL7575JPY,NQ US Lg Cap Mult-utly JPY Inde
^NQPELMJPY,NASDAQ Peru Large Mid Cap JPY I
WIJPN1000.L,
^NQDM5500JPYN,NASDAQ Developed Media JPY NTR
^NQMY7000JPY,NASDAQ Malaysia Utilities JPY I
^NQCAMCJPYN,NASDAQ Canada Mid Cap JPY NTR I
^NQDM2000JPYT,NASDAQ Developed Inds JPY TR In
^NQUSS8538JPY,NQ US Sm Cap ReIns JPY Index
WIJPN9530.FGI,
31561269.SG,
^NQMY6000JPY,NASDAQ Malaysia Telecom JPY Ind
^NQRUSCJPYT,NASDAQ Russia Small Cap JPY TR
^NQTWJPYN,NASDAQ Taiwan JPY NTR Index
^NQPLJPY,NASDAQ Poland JPY Index
^NQGB7000JPYT,NASDAQ UK Utilities JPY TR Inde
^NQEMEASCJPY,NASDAQ EMEA Small Cap JPY Index
^NQSGJPYN,NASDAQ Singapore JPY NTR Index
0J9C.DE,INAV JPY
31651216.SG,
^NQCLLCJPYT,NASDAQ Chile Large Cap JPY TR I
^NQDK2000JPYT,NASDAQ Denmark Inds JPY TR Inde
^NQDMSCJPYT,NASDAQ Developed Small Cap JPY
^NQCHLCJPYT,NASDAQ Switzerland Large Cap JP
^NQEMEA5500JPYN,NASDAQ EMEA Media JPY NTR Index
^NQEMEA5500JPYT,NASDAQ EMEA Media JPY TR Index
^NQUSS2757JPY,NQ US Sm Cap Ind Machinery JPY
^NQUSS2797JPYN,NQ US Sm Cap Ind Suppliers JPY
31551933.SG,
^NQEU8500JPYT,NASDAQ Europe Ins JPY TR Index
^NQUSM1770JPY,NQ US Md Cap Mining JPY Index
^NQCLLMJPYN,NASDAQ Chile Large Mid Cap JPY
WIJPN0001.L,
^NQMXLCJPYN,NASDAQ Mexico Large Cap JPY NTR
^NQEMEALMJPY,NASDAQ EMEA Large Mid Cap JPY I
31945720.SG,
^NQCALMJPYT,NASDAQ Canada Large Mid Cap JPY
^NQINLMJPYN,NASDAQ India Large Mid Cap JPY
^NQPLLMJPY,NASDAQ Poland Large Mid Cap JPY
^NQUSM8530JPYT,NQ US Md Cap Nonlife Ins JPY TR
^NQSGSCJPYT,NASDAQ Singapore Small Cap JPY
31556838.SG,
^NQUSM2717JPY,NQ US Md Cap Defense JPY Index
^NQEMEU5500JPY,NASDAQ EM Europe Media JPY Inde
F9MK.DE,DAXPLUS MAX.SR JAP.TR.USD
^NQTRMCJPYT,NASDAQ Turkey Mid Cap JPY TR In
^NQCALCJPYT,NASDAQ Canada Large Cap JPY TR
^NQPLSCJPY,NASDAQ Poland Small Cap JPY Ind
^NQESJPY,NASDAQ Spain JPY Index
SX60JJG.Z,
^NQCA9000JPY,NASDAQ Canada Tech JPY Index
^NQGB2000LMJPYT,NASDAQ UK Inds Large Mid Cap JP
^NQMXSCJPYT,NASDAQ Mexico Small Cap JPY TR
^NQCLSCJPY,NASDAQ Chile Small Cap JPY Inde
^NQUSS8570JPY,NQ US Sm Cap Life Ins JPY Index
^NQEMEU5500JPYN,NASDAQ EM Europe Media JPY NTR
^NQEUMCJPYN,NASDAQ Europe Mid Cap JPY NTR I
^NQPHSCJPY,NASDAQ Philippines Small Cap JP
SX5PLP.Z,
^NQTWLCJPYT,NASDAQ Taiwan Large Cap JPY TR
^NQUSL2000JPYN,NQ US Lg Cap Inds JPY NTR Index
31658803.SG,
^NQTH8000JPY,NASDAQ Thailand Financials JPY
WIJPN4570.FGI,
^NQDM8000JPYT,NASDAQ Developed Financials JPY
^NQTRLCJPY,NASDAQ Turkey Large Cap JPY Ind
^NQNL9000JPY,NASDAQ Netherlands Tech JPY Ind
^NQNOLMJPY,NASDAQ Norway Large Mid Cap JPY
^NQEU2300JPY,NASDAQ Europe Constr & Matls JP
^NQEMEA8700JPYT,NASDAQ EMEA Financial Svcs JPY
^NQUSS6570JPYN,NQ US Sm Cap Mobile Telecom JPY
^NQUSM6000JPYT,NQ US Md Cap Telecom JPY TR Ind
WIJPN7570.L,
^NQUSB5500LMJPYN,NQ US Media Large Mid Cap JPY
^NQEMEA8700JPYN,NASDAQ EMEA Financial Svcs JPY
^NQEMMEALCJPYN,NASDAQ EM MEA Large Cap JPY NTR
^NQCOLCJPY,NASDAQ Colombia Large Cap JPY I
^NQEMEU5300JPYT,NASDAQ EM Europe Retail JPY TR
^NQSE2000JPYN,NASDAQ Sweden Inds JPY NTR Inde
^NQMEA5300JPYT,NASDAQ MEA Retail JPY TR Index
^NQUSS8000JPYT,NQ US Sm Cap Financials JPY TR
^NQEMEA2000JPYN,NASDAQ EMEA Inds JPY NTR Index
3213.DE,
^NQSGJPY,NASDAQ Singapore JPY Index
^NQMEA8000JPYN,NASDAQ MEA Financials JPY NTR I
^NQUSS5557JPYN,NQ US Sm Cap Publishing JPY NTR
^NQUSS1737JPYT,NQ US Sm Cap Paper JPY TR Index
^NQEU5300JPY,NASDAQ Europe Retail JPY Index
^NQMEA6000JPY,NASDAQ MEA Telecom JPY Index
^NQGB5700JPY,NASDAQ UK Travel & Leisure JPY
^NQUSB9000LMJPY,NQ US Tech Large Mid Cap JPY I
^NQIDSCJPYN,NASDAQ Indonesia Small Cap JPY
^NQMEA5700JPYT,NASDAQ MEA Travel & Leisure JPY
^NQSG7000JPYN,NASDAQ Singapore Utilities JPY
^NQDKLCJPYN,NASDAQ Denmark Large Cap JPY NT
^NQNL9000JPYN,NASDAQ Netherlands Tech JPY NTR
^NQEM8000JPYN,NASDAQ Emerging Financials JPY
^NQMY8000JPYT,NASDAQ Malaysia Financials JPY
^NQGBLCJPYT,NASDAQ UK Large Cap JPY TR Inde
^NQAU7000JPYN,NASDAQ Australia Utilities JPY
^NQEUROJPY,NASDAQ Eurozone JPY Index
^NQEMEU2000JPYN,NASDAQ EM Europe Inds JPY NTR I
31549711.SG,
^NQESMCJPYN,NASDAQ Spain Mid Cap JPY NTR In
SA6JMVK.Z,
^NQEMEUJPYT,NASDAQ EM Europe JPY TR Index
^NQGB2300JPYN,NASDAQ UK Constr & Matls JPY NT
^NQPL2000JPY,NASDAQ Poland Inds JPY Index
SA6JMVGF.Z,
^NQGBJPYN,NASDAQ UK JPY NTR Index
^NQEMEA5300JPYT,NASDAQ EMEA Retail JPY TR Index
^NQGB6000JPYT,NASDAQ UK Telecom JPY TR Index
^NQUSM8676JPYT,NQ US Md Cap Mortgage REITs JPY
^NQUSS8538JPYN,NQ US Sm Cap ReIns JPY NTR Inde
^NQUSS9533JPYN,NQ US Sm Cap Comp Svcs JPY NTR
SX60JJN.Z,
31766438.SG,
^NQES2000JPYT,NASDAQ Spain Inds JPY TR Index
^NQDMSCJPYN,NASDAQ Developed Small Cap JPY
^NQMEA1300JPYN,NASDAQ MEA Chemicals JPY NTR In
^NQNLJPY,NASDAQ Netherlands JPY Index
^NQIDJPY,NASDAQ Indonesia JPY Index
^NQUSM1300JPYT,NQ US Md Cap Chemicals JPY TR I
31556837.SG,
^NQCAMCJPYT,NASDAQ Canada Mid Cap JPY TR In
^NQUSM2757JPYT,NQ US Md Cap Ind Machinery JPY
^NQASPA2000JPY,NASDAQ ASPA Inds JPY Index
31766451.SG,
^NQCO8000JPY,NASDAQ Colombia Financials JPY
^NQUSM8777JPYT,NQ US Md Cap Inv Svcs JPY TR In
^NQEMASIASCJPYT,NASDAQ EM Asia Small Cap JPY TR
^NQTWSCJPY,NASDAQ Taiwan Small Cap JPY Ind
31549531.SG,
31549637.SG,
^NQUSSJPY,NASDAQ US Small Cap JPY Index
^NQNO2000JPYT,NASDAQ Norway Inds JPY TR Index
^NQRUMCJPYN,NASDAQ Russia Mid Cap JPY NTR I
^NQEUJPYT,NASDAQ Europe JPY TR Index
^NQMY6000JPYT,NASDAQ Malaysia Telecom JPY TR
^NQTH7000JPY,NASDAQ Thailand Utilities JPY I
^NQEUSCJPYN,NASDAQ Europe Small Cap JPY NTR
^NQCN2000JPYN,NASDAQ China Inds JPY NTR Index
31896591.SG,
^NQFILCJPYT,NASDAQ Finland Large Cap JPY TR
^NQEU5500JPYT,NASDAQ Europe Media JPY TR Inde
^NQATLMJPYN,NASDAQ Austria Large Mid Cap JP
^NQEU5500JPY,NASDAQ Europe Media JPY Index
^NQUSM8771JPYN,NQ US Md Cap Asset Managers JPY
^NQEM7000JPYT,NASDAQ Emerging Utilities JPY T
^NQUSL8700JPY,NQ US Lg Cap Financial Svcs JPY
^NQAU9000JPYT,NASDAQ Australia Tech JPY TR In
^NQEURO7000JPYN,NASDAQ Eurozone Utilities JPY N
^NQUSS1500JPY,NASDAQ US 1500 JPY Index
^NQUSS2790JPY,NQ US Sm Cap Support Svcs JPY I
^NQMXMCJPYT,NASDAQ Mexico Mid Cap JPY TR In
^NQEURO2000JPYT,NASDAQ Eurozone Inds JPY TR Ind
^NQUSS1300JPYN,NQ US Sm Cap Chemicals JPY NTR
^NQUSS1737JPYN,NQ US Sm Cap Paper JPY NTR Inde
^NQUSS9000JPYT,NQ US Sm Cap Tech JPY TR Index
^NQUSM1770JPYT,NQ US Md Cap Mining JPY TR Inde
^NQESJPYN,NASDAQ Spain JPY NTR Index
^NQINLCJPYN,NASDAQ India Large Cap JPY NTR
21901120.SG,
^SPBLJPT,S&P/BVL Juniors Index TR (PEN)
31792350.SG,
^JWW,^JWW
^JWTE,^JWTE
KOSPI200.KS,KOSPI 200 Index
^NQKR9000LMAUDT,NASDAQ Korea Tech Large Mid Cap
^NQKR7000JPYT,NASDAQ Korea Utilities JPY TR I
^NQMY2000LMN,NASDAQ Malaysia Inds Large Mid
^NQIDLCN,The NASDAQ Indonesia Large Cap
^NQES2000LMEURN,NASDAQ Spain Inds Large Mid Cap
^NQUSB9576LMCAD,NQ US Semiconductors Large Mid
^NQMX2000LMN,NASDAQ Mexico Inds Large Mid Ca
^NQES2000LMAUDN,NASDAQ Spain Inds Large Mid Cap
^NQMEA6000LMGBPN,NASDAQ MEA Telecom Large Mid Ca
^NQES2000LMCAD,NASDAQ Spain Inds Large Mid Cap
^NQUSB9535LMAUDT,NQ US Internet Large Mid Cap A
^NQUSB1750LMN,NQ US Ind Metals & Mining Larg
^NQIDLMAUD,NASDAQ Indonesia Large Mid Cap
^NQIDLM,NASDAQ Indonesia Large Mid Cap
^NQUSB8777LM,NQ US Inv Svcs Large Mid Cap I
^NQES2000LMGBPT,NASDAQ Spain Inds Large Mid Cap
^NQUSB8530LMAUD,NQ US Nonlife Ins Large Mid Ca
^NQSGLCSGDT,NASDAQ Singapore Large Cap SGD
^NQTH2000LMN,NASDAQ Thailand Inds Large Mid
^NQUSB9537LMEURT,NQ US Software Large Mid Cap E
^NQIDLMN,NASDAQ Indonesia Large Mid Cap
^NQGB7000LMGBPT,NASDAQ UK Utilities Large Mid C
^NQUSB9576LMAUD,NQ US Semiconductors Large Mid
^NQMEA6000LMN,NASDAQ MEA Telecom Large Mid Ca
^NQIDLCT,The NASDAQ Indonesia Large Cap
^NQMYLMEUR,NASDAQ Malaysia Large Mid Cap E
^NQID2000LMAUDN,NASDAQ Indonesia Inds Large Mid
^NQUSB2790LMEURT,NQ US Support Svcs Large Mid C
^NQIN9000LMGBPN,NASDAQ India Tech Large Mid Cap
^NQUSB8530LMJPYN,NQ US Nonlife Ins Large Mid Ca
^NQCNLMCADT,NASDAQ China Large Mid Cap CAD
^NQINLM,NASDAQ India Large Mid Cap Inde
^NQTWLMCAD,NASDAQ Taiwan Large Mid Cap CAD
^SPLACEN,S&P LAC 40 (EUR) (Net TR)
^NQTH2000LMAUD,NASDAQ Thailand Inds Large Mid
^NQUSB7000LMJPYT,NQ US Utilities Large Mid Cap
^NQCALMT,NASDAQ Canada Large Mid Cap TR
^NQIN9000LMJPYT,NASDAQ India Tech Large Mid Cap
^NQUSB8777LMCADN,NQ US Inv Svcs Large Mid Cap C
^NQUSB8530LMCADT,NQ US Nonlife Ins Large Mid Ca
^NQIN7000LMAUDN,NASDAQ India Utilities Large Mi
^NQMX2000LMGBPN,NASDAQ Mexico Inds Large Mid Ca
^NQID2000LMCAD,NASDAQ Indonesia Inds Large Mid
^NQNL2000LMT,NASDAQ Netherlands Inds Large M
^NQIN2000LMINRT,NASDAQ India Inds Large Mid Cap
^NQIN2000LMCAD,NASDAQ India Inds Large Mid Cap
^NQCA9000LMCAD,NASDAQ Canada Tech Large Mid Ca
^NQTH2000LMGBPN,NASDAQ Thailand Inds Large Mid
^NQCL7000LMCLPT,NASDAQ Chile Utilities Large Mi
^NQCA2000LMGBPN,NASDAQ Canada Inds Large Mid Ca
^NQGB6000LMCAD,NASDAQ UK Telecom Large Mid Cap
^NQUSB8777LMEURT,NQ US Inv Svcs Large Mid Cap E
^NQIN7000LMEURT,NASDAQ India Utilities Large Mi
^NQUSB7000LMJPYN,NQ US Utilities Large Mid Cap
^NQTHLMGBPN,NASDAQ Thailand Large Mid Cap G
^NQGBLM,NASDAQ UK Large Mid Cap Index
^NQUSB2757LMEUR,NQ US Ind Machinery Large Mid
^NQEU9000LMGBPT,NASDAQ Europe Tech Large Mid Ca
^NQUSB1770LMEURT,NQ US Mining Large Mid Cap EUR
^NQCL7000LMJPY,NASDAQ Chile Utilities Large Mi
^NQEURO5500LMAUD,NASDAQ Eurozone Media Large Mid
^NQEU8500LM,NASDAQ Europe Ins Large Mid Cap
^NQUSB3747LMCAD,NQ US Toys Large Mid Cap CAD I
^NQESLM,NASDAQ Spain Large Mid Cap Inde
^NQGB7000LMEURT,NASDAQ UK Utilities Large Mid C
^NQIN6000LMGBP,NASDAQ India Telecom Large Mid
^NQIDLMCADN,NASDAQ Indonesia Large Mid Cap
^NQUSB8570LMGBPT,NQ US Life Ins Large Mid Cap G
^NQES7000LMJPYT,NASDAQ Spain Utilities Large Mi
^NQTRLMEUR,NASDAQ Turkey Large Mid Cap EUR
^NQMYLM,NASDAQ Malaysia Large Mid Cap I
^NQIN6000LMINR,NASDAQ India Telecom Large Mid
^NQEU6000LMCADN,NASDAQ Europe Telecom Large Mid
^NQCL7000LMJPYN,NASDAQ Chile Utilities Large Mi
^NQUSB8777LMGBP,NQ US Inv Svcs Large Mid Cap G
^NQUSB2770LMN,NQ US Ind Transportation Large
^NQCHLMCADN,NASDAQ Switzerland Large Mid Ca
^NQINLMCADN,NASDAQ India Large Mid Cap CAD
^NQEU9000LMGBP,NASDAQ Europe Tech Large Mid Ca
^NQMYLCEUR,NASDAQ Malaysia Large Cap EUR I
^NQSELMEURN,NASDAQ Sweden Large Mid Cap EUR
^NQMY2000LMCAD,NASDAQ Malaysia Inds Large Mid
^NQEURO6000LMT,NASDAQ Eurozone Telecom Large M
^NQEURO9000LMEUR,NASDAQ Eurozone Tech Large Mid
^NQTHLMAUD,NASDAQ Thailand Large Mid Cap A
^NQUSB6000LMCADN,NQ US Telecom Large Mid Cap CA
^NQESLMCADT,NASDAQ Spain Large Mid Cap CAD
^NQMXLCN,The NASDAQ Mexico Large Cap Ind
^NQEU2000LMAUD,NASDAQ Europe Inds Large Mid Ca
^NQNOLCNOKT,NASDAQ Norway Large Cap NOK TR
^NQCNLMEURN,NASDAQ China Large Mid Cap EUR
^SPLACNTRWM,S&P Lac 40 (WM) (USD) (NTR)
^NQUSB6000LMT,NQ US Telecom Large Mid Cap TR
^NQMALMT,NASDAQ Morocco Large Mid Cap TR
^NQTHLMCADT,NASDAQ Thailand Large Mid Cap C
^NQUSB9537LMAUDT,NQ US Software Large Mid Cap A
^NQMYLMT,NASDAQ Malaysia Large Mid Cap T
^NQEU9000LMCADN,NASDAQ Europe Tech Large Mid Ca
^NQEURO1300LM,NASDAQ Eurozone Chemicals Large
^NQTRLMEURN,NASDAQ Turkey Large Mid Cap EUR
^NQMEALCT,The NASDAQ MEA Large Cap Indexe
^NQCN7000LMGBP,NASDAQ China Utilities Large Mi
^NQCHLCT,The NASDAQ Switzerland Large Ca
^NQUSLEURN,NASDAQ US Large Cap EUR NTR Ind
^NQCL7000LMAUDN,NASDAQ Chile Utilities Large Mi
^NQTHLCCAD,NASDAQ Thailand Large Cap CAD I
^LDRIG05,LadderRite 0-5year USD Corporat
^NQGB7000LMGBP,NASDAQ UK Utilities Large Mid C
^NQESLMCADN,NASDAQ Spain Large Mid Cap CAD
^NQUSB2757LMAUD,NQ US Ind Machinery Large Mid
^NQIN7000LMINR,NASDAQ India Utilities Large Mi
^NQES7000LMEURT,NASDAQ Spain Utilities Large Mi
^NQES2000LMJPYT,NASDAQ Spain Inds Large Mid Cap
^NQES7000LMEURN,NASDAQ Spain Utilities Large Mi
^NQUSB2790LMCAD,NQ US Support Svcs Large Mid C
^NQGB7000LMN,NASDAQ UK Utilities Large Mid C
^NQMYLMGBPT,NASDAQ Malaysia Large Mid Cap G
^NQID2000LMCADN,NASDAQ Indonesia Inds Large Mid
^NQCL7000LMT,NASDAQ Chile Utilities Large Mi
^NQUSBLMCADN,NASDAQ US Large Mid Cap CAD NT
^NQCLLC,The NASDAQ Chile Large Cap Inde
^NQCLLMN,NASDAQ Chile Large Mid Cap NTR
^NQNOLMCADN,NASDAQ Norway Large Mid Cap CAD
^NQSGLCCAD,NASDAQ Singapore Large Cap CAD
^NQGBLCEURN,NASDAQ UK Large Cap EUR NTR Ind
^NQUSB5379LMJPYT,NQ US Specialty Rtlrs Large Mi
^NQNLLCEURT,NASDAQ Netherlands Large Cap EU
^NQUSB2790LM,NQ US Support Svcs Large Mid C
^NQID2000LMEURT,NASDAQ Indonesia Inds Large Mid
^NQES2000LMCADT,NASDAQ Spain Inds Large Mid Cap
^NQUSB8570LMN,NQ US Life Ins Large Mid Cap N
^NQIN9000LMINR,NASDAQ India Tech Large Mid Cap
^NQIN9000LMEURT,NASDAQ India Tech Large Mid Cap
^NQEURO5500LMGBP,NASDAQ Eurozone Media Large Mid
^NQUSB5759LM,NQ US Travel & Tourism Large M
^NQEU2000LMAUDN,NASDAQ Europe Inds Large Mid Ca
^NQTWLMEUR,NASDAQ Taiwan Large Mid Cap EUR
^NQCHLMGBP,NASDAQ Switzerland Large Mid Ca
^NQUSB9576LMJPY,NQ US Semiconductors Large Mid
^NQSGLMJPYT,NASDAQ Singapore Large Mid Cap
^NQUSB9576LMCADT,NQ US Semiconductors Large Mid
^NQCNLMN,NASDAQ China Large Mid Cap NTR
^NQEU8500LMCADN,NASDAQ Europe Ins Large Mid Cap
^NQSGLMAUD,NASDAQ Singapore Large Mid Cap
^NQEU8500LMEURT,NASDAQ Europe Ins Large Mid Cap
^NQUSB9535LMGBPN,NQ US Internet Large Mid Cap G
^NQMXLMCADT,NASDAQ Mexico Large Mid Cap CAD
^NQTHLMGBP,NASDAQ Thailand Large Mid Cap G
^NQCA7000LMN,NASDAQ Canada Utilities Large M
^NQUSB8777LMT,NQ US Inv Svcs Large Mid Cap T
^NQIN2000LMN,NASDAQ India Inds Large Mid Cap
^NQDMEU6000LMN,NASDAQ DM Europe Telecom Large
13624412.SG,
13624411.SG,
31627816.SG,
^REEULTRUSD,Russell Emerging Europe LC Tota
^RDELDFTE,Russell Developed Europe LC Def
LCXR20EE.Z,
LCXI.Z,
SXE5LCEN.Z,
LCXB.Z,
LCXNEGR.Z,
^RDPBLUSD,Russell Developed Pac Bas LC
^RDELDFNE,Russell Developed Europe LC Def
^RDELDFU,Russell Developed Europe LC Def
LCXR15EE.Z,
LCXGNFR.Z,
^RDELDFNU,Russell Developed Europe LC Def
SXE5LCEP.Z,
LCXNFV.Z,
^RGXCLTRUSD,Russell Global ex-CA LC Total R
LCXGNBR.Z,
^RDEVLCNR,Russell Developed LC Net
LC1NR.AS,LC 100 EUROPE NR
LCXGV.Z,
LCXNBT.Z,
LCXK.Z,
LCXC.Z,
LCXP.Z,
^RDEULUSD,Russell Developed Europe LC
LC1GR.NX,
LCXNBR.Z,
^RDPJLUSD,Russell Dev Pac Bas ex-Japan LC
LCXNFT.Z,
^RDEULTRUSD,Russell Developed Europe LC Tot
LCXL.Z,
LCXEUV.Z,
LCXGNFV.Z,
^REEULUSD,Russell Emerging Europe LC
LCXNBV.Z,
LCXGNBV.Z,
^RDELDFPE,Russell Developed Europe LC Def
SXE5LCUG.Z,
^RDEVLTRUSD,Russell Developed LC Total Retu
LCXR.Z,
LCXD.Z,
^REURLUSD,Russell Europe LC
