Ticker,Name
WIDEN8000.L,
20584998.SG,
^DJIEHCR,Dow Jones Islamic Market World
^DX0000000140,^DX0000000140
^FR30TR,^FR30TR
31560218.SG,
24951055.SG,
^DWR,DYNAMI RETAIL INTELL IDEX
^W280T,Dow Jones Sustainability World
^DWMLT,^DWMLT
WIDEU8000.FGI,
^SPXMDUT,^SPXMDUT
^DJUSVS,Dow Jones U.S. Small-Cap Value
^DWEN,Dorsey Wright Technical Leaders
^NQDMEU8500LMJPYN,NASDAQ DM Europe Ins Large Mid
^SP400-25503010,S&P 400 Department Stores (Sub
^DRDIV,Guggenheim RBP Dividend Index
^NQDM5300LMT,NASDAQ Developed Retail Large M
^NQDMEU8000LMEURN,NASDAQ DM Europe Financials Lg
^DJTCGS,Dow Jones Travel & Leisure Tita
^R3RGSPD,Russell 3000 RGS Producer Durab
31551686.SG,
^DJIREITR,Dow Jones Islamic Market Global
^DWMFL,Dow Jones Global Middle East &
^NQDMEU5500LM,NASDAQ DM Europe Media Large Mi
31556894.SG,31556894.SG
24816120.SG,
25963207.SG,
^NQDM8700LMEUR,NASDAQ DM Financial Svcs Lg Md
^DJSEZXA,Dow Jones Sustainability Eurozo
FRDAPXJQ.FGI,FTSE RAFi Developed Asia Pacifi
^DJSOEPT,Dow Jones U.S. Select Oil Explo
31551705.SG,
31551733.SG,
31659130.SG,
^DWTHDT,^DWTHDT
26777347.SG,
^NQDMMEA8000EUR,NASDAQ DM MEA Financials EUR In
^W1SUSE,Dow Jones Sustainability World
^DJSWDEP,Dow Jones Sustainability World
^USDDNX,POWERSHARE SDB US DOLLAR INDEX
^NQDMXUSXKRLCGBPN,Nasdaq DM Ex US Ex Korea Large
19502957.SG,
21791537.SG,
TWDP.TW,FTSE TWSE Taiwan Dividend+ Inde
^NQDM5700GBP,NASDAQ Developed Travel & Leisu
^SP500-40402010,^SP500-40402010
^DJUSCA,Dow Jones U.S. Gambling Index
^DJGEQYT,Dow Jones Global Equity Yield T
^NQDMEU2700AUDN,NASDAQ DM Europe Ind Goods & Sv
ENGRNETH.FGI,
I1LB.DE,DAXSUBLOGISTICSEUR
21472194.SG,
^NQDMEU5700GBPT,NASDAQ DM Europe Travel & Leisu
^NQDK8000GBPN,NASDAQ Denmark Financials GBP N
^DJSA30R,^DJSA30R
^NQDMEU5500GBPT,NASDAQ DM Europe Media GBP TR I
^NQDMEU3700N,The NASDAQ DM Europe Personal &
31845217.SG,
^SPTGT30,S&P Target Date 2030 Index
^SP600-40402010,^SP600-40402010
^CXPVX,DAXSECTFINSERVEUR
^NQDMEU3700LMCADT,NASDAQ DM Europe Psnl&Hhld Good
^DJSFINDT,Dow Jones SAFE India Total Retu
31825628.SG,
^DJEUTE,Dow Jones Emerging Markets Util
31549657.SG,
^I1SA,DAXSUBINTERNETEUR
24892354.SG,
^DJUSMR,Dow Jones U.S. Mortgage REITs I
^NQDM2700LMN,NASDAQ DM Ind Goods & Svcs Lg M
31651207.SG,
^PTDOW,Dow Jones Portugal Index
^NQDMEU3700EUR,NASDAQ DM Europe Psnl & Hhld Go
31651181.SG,
^RUEMMDY,Russell Emerging Markets Dynami
^NQDMEU8000LMAUDT,NASDAQ DM Europe Financials Lg
^NQDK8000T,The NASDAQ Denmark Financials I
^NQDMMEA9000JPYT,NASDAQ DM MEA Tech JPY TR Index
^NQDM7000LMAUDN,NASDAQ Developed Utilities Lg M
31549641.SG,
ENISNR.L,
^NQDMEU5700LMJPYN,NASDAQ DM Europe Travel&Leisure
^DJEUT,Dow Jones Emerging Markets Util
^DWEU,Dow Jones Europe Total Stock Ma
^DWPHD,^DWPHD
EPD.TW,TSEC electronic products distri
^RDEXMUSD,Russell Dev Europe ex-UK MC
24816116.SG,
31560251.SG,
^NQDMEU5700LMCAD,NASDAQ DM Europe Travel&Leisure
^NQDMXNAXKRSCEUR,Nasdaq DM Ex NA Ex Korea Small
^IEKTR,DYNAMIC MID-CAP INTELLIDEX TRUS
31560284.SG,
^NQDM9000GBP,NASDAQ Developed Tech GBP Index
^DWMLDT,^DWMLDT
DEMBD.NX,
^RDXNTRUSD,Russell Developed ex-NA Total R
^NQDMEU2700LMGBPN,NASDAQ DM Europe Ind Goods&Svcs
399649.SZ,SME DIVIDEND INDEX
INDY.MC,IBEX 35. CON DIVIDENDOS NETOS
31549764.SG,
^DEY,Morgan Stanley STRS 8% Targeted
^DJURTEWR,Dow Jones U.S. Select REIT Equa
^RUDXULVTR,^RUDXULVTR
^NQUSB2799LMAUDN,NQ US Waste & Disposal Svcs Lg
^DJETFAU,Dow Jones ETF 100 Index (USD)
^NQDM6000LMGBP,NASDAQ Developed Telecom Lg Md
RLIS.L,
24801908.SG,
^NQDMEU9000GBP,NASDAQ DM Europe Tech GBP Index
^NQDMEU3700,The NASDAQ DM Europe Personal &
^NQDMEU8500JPYT,NASDAQ DM Europe Ins JPY TR Ind
^DWMYDT,^DWMYDT
31549554.SG,
13114883.SG,
26777297.SG,
^EZKTR,DYNAMIC ENERGY SECTOR INTELLIDE
^GBDOWD,Dow Jones U.K. Index (USD)
^NQDMXUSXKRLMJPY,Nasdaq DM Ex US Ex Korea Large
^RUFDXUNU,Russell Fundamental Developed e
^NQDMASIA8000LMT,NASDAQ DM Asia Financials Large
^DWSGGXTR,^DWSGGXTR
^RURHRSL,Russell Developed LC High Eff L
DL3L.DE,SHORTDAX X7 AR TR EUR
^NQDM5700EURT,NASDAQ Developed Travel & Leisu
23813463.SG,
31651194.SG,
^RDEVLVTRUSD,Russell Developed LC Value Tota
^DJCIRBT,Dow Jones Commodity Index Unlea
^NQDMEUXGBGBPT,NASDAQ DM Europe Ex UK GBP TR I
19096084.SG,
^NQDM5500N,The NASDAQ Developed Markets Me
^DWMX,^DWMX
^SP400-40402010,^SP400-40402010
RRAHU.FGI,
^WTJDGY,WisdomTree Japan Quality Divide
DKXI.Z,
^NQDMEU3700T,The NASDAQ DM Europe Personal &
^NQDMMEA2000JPYT,NASDAQ DM MEA Inds JPY TR Index
^CN-SO,Deutsche X-trackers MSCI All Ch
31560229.SG,
^NQDMSCEUR,NASDAQ Developed Small Cap EUR
^NQDMXUSXKRLM,Nasdaq DM Ex US Ex Korea Large
^NQDMEU8700CADN,NASDAQ DM Europe Financial Svcs
^NQUSM7573N,NQ US Md Cap Gas Distr Index Ne
^NQDMEU5000N,The NASDAQ DM Europe Consumer S
^DWIDDT,^DWIDDT
^NQDMXNAXKRLCJPYN,Nasdaq DM Ex NA Ex Korea Large
31651200.SG,
^NQDMXNAXKRLMT,Nasdaq DM Ex NA Ex Korea Large
SM35D.SW,SBI Dom Swiss Pb 3-5 D
^DWECFN,^DWECFN
SXPEDQ.Z,
^NQDMEU4000N,The NASDAQ DM Europe Health Car
23633123.SG,
25142038.SG,
^W8SML,^W8SML
31549689.SG,
31562002.SG,
^DJSWSDT,^DJSWSDT
^SE30DT,^SE30DT
^NQDM7000CADN,NASDAQ Developed Utilities CAD
31848806.SG,
^DWCTRA,Dow Jones U.S. Industrial Trans
^R3DIVGRP,Russell 3000 Dividend Growth Pr
31549753.SG,
^NQDKSCJPYN,NASDAQ Denmark Small Cap JPY NT
^NQUSM0570GBPT,"NQ US Md Cap Oil Eqpt, Svcs & D"
^NQDM2300,The NASDAQ Developed Markets Co
25571471.SG,
18629898.SG,
^NQDM8700AUDT,NASDAQ Developed Financial Svcs
^NQDMEUXGBLMGBPT,NASDAQ DM Europe Ex UK Large Mi
^DJIDEVXT,Dow Jones Islamic Market World
^DJTCNS,Dow Jones Construction & Materi
12616634.SG,
^NQUSS5330EUR,NQ US Sm Cap Food & Drug Rtlrs
^DJCIGCP,Dow Jones Commodity Index Gold
^NQDK3000EURT,NASDAQ Denmark Cnsmr Goods EUR
^TR15T,Dow Jones Turkey Equal Weighted
^W9HCR,^W9HCR
^DJUSTG55,^DJUSTG55
EPIT.L,
^NQDMEU8600N,The NASDAQ DM Europe Real Estat
^NQDMXUSXKRSCAUD,Nasdaq DM Ex US Ex Korea Small
^NQUSB3722LM,NQ US Durable Hhld Products Lg
31560405.SG,
^RURDNL6T,^RURDNL6T
^DEDOW,Dow Jones Germany Index
^NQDMEUMCT,The NASDAQ DM Europe Mid Cap In
^DWPKD,^DWPKD
SX5XDEE.Z,
^CX2730GI,OMX Copenhagen Elec & Elctrcl E
^NQDMEUXGBLMN,NASDAQ DM Europe Ex UK Large Mi
^RUDLBTA,Russell Dev ex-US Large Cap Low
25392174.SG,
^DJHKSD,Dow Jones Hong Kong Select Divi
^DJUSNC,Dow Jones U.S. Consumer Goods I
^NQUSS7573CADT,NQ US Sm Cap Gas Distr CAD TR I
^NQUSM0570CADT,"NQ US Md Cap Oil Eqpt, Svcs & D"
FD3D.EX,
31560422.SG,
25181842.SG,
I2UA.DE,DAXSUBSEC. ELECTRIC.PR
^NQDMCADT,NASDAQ Developed Markets CAD TR
31549652.SG,
^NQUSM2717GBPN,NQ US Md Cap Defense GBP NTR In
31548927.SG,
^RUT200DY,Russell Top 200 Dynamic
25213727.SG,
^NQDM4000LMJPYN,NASDAQ DM Health Care Lg Md Cap
S71D.SW,S71D.SW
^NQDM0001LMEUR,NASDAQ Developed Oil & Gas Lg M
^DWCCHS,Dow Jones U.S. Specialty Chemic
23167412.SG,
23367979.SG,
^NQDM8000CADT,NASDAQ Developed Financials CAD
^DJUSAI,Dow Jones U.S. Electronic Equip
^NQUSB5333LMJPYT,NQ US Drug Rtlrs Large Mid Cap
^RU3000DY,Russell 3000 Dynamic Index
^NQDMXGBGBPN,NASDAQ DM Ex UK GBP NTR Index
^NQUSS5330CADN,NQ US Sm Cap Food & Drug Rtlrs
^NQDMEU5700LMCADN,NASDAQ DM Europe Travel&Leisure
^NQDM9000LMCADN,NASDAQ Developed Tech Large Mid
^DWGLT,Dow Jones Global Large-Cap Tota
^NQDMMEA8000LMCAD,NASDAQ DM MEA Financials Lg Md
SMIDVP.SW,SMI DIVIDEND POINTS
31548973.SG,
20976242.SG,
^SPUSDT1I,S&P US Dollar Futures 1x Invers
14953672.SG,
^NQUSB3537LMJPYN,NQ US Soft Drinks Large Mid Ca
31560187.SG,
23755115.SG,
^NQDMEU3000LMJPY,NASDAQ DM Europe Cnsmr Goods Lg
13949206.SG,
^NQUSL2727GBPN,NQ US Lg Cap Diversified Inds G
^NQUSS0570N,"NQ US Sm Cap Oil Eqpt, Svcs & D"
^NQDMXGBLMCADT,NASDAQ DM Ex UK Large Mid Cap C
^RDXULR,Russell Developed ex US Large C
^DJESSD,Dow Jones Spain Select Dividend
^DJUSEC,Dow Jones U.S. Electrical Compo
^NQDMEU8500LMEURT,NASDAQ DM Europe Ins Large Mid
^DRDIV30,Guggenheim RBP Dividend 30 Inde
31549578.SG,
^DWIST,^DWIST
^NQDMXUS9000CAD,NASDAQ DM Ex US Technology CAD
^JHDMCT,John Hancock Dimensional Consum
WIDEU2770.L,
23528517.SG,
^W1TECN,Dow Jones Global Technology Tot
^NQDMXGBLMCADN,NASDAQ DM Ex UK Large Mid Cap C
^JHDMST,John Hancock Dimensional Consum
^NQDMEU4000LMCADT,NASDAQ DM Europe Health Care Lg
^DJMENAT,Dow Jones MENA Total Return Ind
^NQDM8000LMAUDT,NASDAQ DM Financials Lg Md Cap
31556808.SG,
31549553.SG,
23321884.SG,
^DJCCN1IT,Dow Jones Commodity Index Corn
IDSUS.NX,
31549629.SG,
^DJIMINT,Dow Jones Islamic Market India
^DWEGD,^DWEGD
INXES.NX,
^DWPHT,^DWPHT
^RUDXULGT,^RUDXULGT
^DJLLGPF,^DJLLGPF
^DWEMIDT,^DWEMIDT
^DWGTLT,^DWGTLT
31548912.SG,
29762307.SG,
^DJUSIX,Dow Jones U.S. Nonlife Insuranc
^KQ19,Kosdaq Distribution Index
^RMCRGSPD,Russell Midcap Producer Durable
^NQDMXJPEUR,NASDAQ DM Ex Japan EUR Index
^NQDMMEA8500N,The NASDAQ DM MEA Insurance Ind
^NQDMMEA1300CADT,NASDAQ DM MEA Chemicals CAD TR
31551992.SG,
^NQDMMEALMCAD,NASDAQ DM MEA Large Mid Cap CAD
^R2RGSPDTR,Russell 2000 RGS Producer Durab
^NQDMXUS8000GBPN,NASDAQ DM Ex US Financials GBP
^NQDM7000GBPT,NASDAQ Developed Utilities GBP
DK5DX.Z,
^NQDM0001EURT,NASDAQ Developed Oil & Gas EUR
SBGM7T.SW,SBI DOM GOV M 7-15 T
19609586.SG,
^DWDXT,^DWDXT
WIDEU1750.L,
31549695.SG,
^NQDMMEA8500T,The NASDAQ DM MEA Insurance Ind
S50DD.SW,SBI Gvt-Gvtrel Domestic D
^NQDMEUGBPT,NASDAQ DM Europe GBP TR Index
^DJUSIP,Dow Jones U.S. Property & Casua
31560271.SG,
^W1XGAE,Dow Jones Sustainability World
PSI2S.NX,
^DWCLSG,Dow Jones U.S. Leisure Goods To
23179486.SG,
SXUSDSV.Z,
^NQDMEU8700LMAUDN,NASDAQ DM Europe Financial Svcs
^DEFILCCI,Defined Large Cap Core Index US
I2BB.DE,DAXSUBSEC.MORTG.BKS.PR
^DJEFNT,Dow Jones Emerging Markets Fina
31560240.SG,
^NQDK8000GBP,NASDAQ Denmark Financials GBP I
DEMBD.PA,Lyxor EM LocCy
^SNMDIV,The S-Network Mid-Cap Dividend
^NQDMMEA1300CADN,NASDAQ DM MEA Chemicals CAD NTR
^DWRHTT,Dow Jones U.S. Select Real Esta
^NQDMXUSSCGBPN,NASDAQ Developed ex US SC NTR G
^NQDMMEALMJPYN,NASDAQ DM MEA Large Mid Cap JPY
MCXNUK.L,FTSE 250 Net (Lux) Index
^NQUSS8674,NQ US Sm Cap Diversified REITs
^W9MID,^W9MID
14953525.SG,
WIDEN4570.FGI,
^DJUSFI,Dow Jones U.S. Financial Servic
^RUDEUDY,Russell Developed Europe Dynami
^NQUSB2717LMGBP,NQ US Defense Large Mid Cap GB
31549566.SG,
^RDELDFE,^RDELDFE
^NQDMXKRSCCAD,Nasdaq DM Ex Korea Small Cap CA
18578308.SG,
^ILZTR,DYNAMIC SM-CAP VALUE INTELLIDEX
^CX6500PI,OMX Copenhagen Telecommunicatio
^RU3000DF,Russell 3000 Defensive Index
31551963.SG,
^DJIGCCCT,Dow Jones Islamic Market GCC Ca
^NQDMEU5000JPY,NASDAQ DM Europe Cnsmr Svcs JPY
^NQDMMEACADN,NASDAQ DM MEA CAD NTR Index
31562043.SG,
^DWIENDT,Dow Jones Ireland Total Stock M
^DWCCON,Dow Jones U.S. Heavy Constructi
^DWDXHC,Dow Jones Global Developed - Ex
^DJEEOET,^DJEEOET
^NQDMMEA4000CADT,NASDAQ DM MEA Health Care CAD T
S3DDL.Z,
^NQUSS5330EURN,NQ US Sm Cap Food & Drug Rtlrs
^CXPRX,DAXSECTRETAILEUR
^DJUSGI,Dow Jones U.S. General Industri
^NQUSM5330AUDT,NQ US Md Cap Food & Drug Rtlrs
29036060.DE,
^RUDXULN,Russell Developed ex-US LC Net
^DWLU,^DWLU
21791515.SG,
^NQDMEU5300JPYT,NASDAQ DM Europe Retail JPY TR
23243705.SG,
^NQUSL5330JPY,NQ US Lg Cap Food & Drug Rtlrs
MCXS3X.L,
^DJUSTR,Dow Jones U.S. Tires Index
DKXNZ.Z,
^NQDMEU2000LMGBPN,NASDAQ DM Europe Inds Large Mid
^NQDMXUS5000AUD,NASDAQ DM Ex US Consumer Servic
^RDXUMGNUSD,Russell Developed ex-US Midcap
^NQDMEU7000GBPN,NASDAQ DM Europe Utilities GBP
^DJSESD,Dow Jones Sweden Select Dividen
^DVJN,Implied Forward DVS Indicator J
^DJLTXCLG,^DJLTXCLG
OSE4020GI.OL,OSE4020 DIVERS FIN
TIGSDY.Z,
14954442.SG,
DTL.AT,FTSE/ATHEX TELECOMM
31549571.SG,
^NQUSM7573JPYN,NQ US Md Cap Gas Distr JPY NTR
^NQDM2000EURN,NASDAQ Developed Inds EUR NTR I
^NQDMLMCCADN,NASDAQ Developed Large Mid Cap
^NQDMEU5300N,The NASDAQ DM Europe Retail Ind
^SP500-253020,S&P 500 Diversified Consumer Se
23532536.SG,
^NQSXY,SmartX NASDAQ Quality Dividend
^NQDMXUSXKRLCCADN,Nasdaq DM Ex US Ex Korea Large
^NQDMEU0001LMCADN,NASDAQ DM Europe Oil & Gas Lg M
^NQDMEU2000T,The NASDAQ DM Europe Industrial
FRDMS.FGI,
^DJITSDT,^DJITSDT
^RDEVLUSD,Russell Developed LC
^NQDM9000JPYT,NASDAQ Developed Tech JPY TR In
^DWRSF,Dow Jones U.S. Select Real Esta
^DWRUT,^DWRUT
^NQUSM7573EURN,NQ US Md Cap Gas Distr EUR NTR
31548757.SG,
31896586.SG,
DBCHREE.SW,
^DJCIIC,Dow Jones Commodity Index Coppe
^NQDMMEASCN,The NASDAQ DM MEA Small Cap Ind
^RURDRL6,Russell 1000 High Eff Def - Mod
^NQDMXNAXKRN,Nasdaq DM Ex NA Ex Korea NTR
^NQDMXUS8000GBP,NASDAQ DM Ex US Financials GBP
^NQDM1300GBPN,NASDAQ Developed Chemicals GBP
VXF3.DE,
WIDEU5000.L,
DXGPIV.L,WisdomTree Germnay Equity UCITS
^DJIEUM,Dow Jones Islamic Market Europe
^DJLRGCV,^DJLRGCV
WIDEU7570.L,
^DJECONNT,^DJECONNT
^NQDMMEA8000T,The NASDAQ DM MEA Financials In
31560391.SG,
31817620.SG,
31549528.SG,
^NQUSM3722AUDT,NQ US Md Cap Durable Hhld Produ
^CXKOX,DAXSEC.CONSTRUCT.PR
^NQDMXJPLMCADN,NASDAQ DM Ex Japan Large Mid Ca
^W2HCR,Dow Jones Global ex-U.S. Health
^RURDEL3,^RURDEL3
31560210.SG,
VVXB5.DE,
^NQDMLC,The NASDAQ Developed Markets La
^DWDEDT,^DWDEDT
^ERAGDEVP,RAE Fundamental Global Develope
31551691.SG,
^RUFGDLTL,Russell Fundamental Developed L
^NQDM1300LMJPYN,NASDAQ Developed Chemicals Lg M
^ILJ,DYNAMIC MID CAP GROWTH INTELLID
31549575.SG,
31551934.SG,
^RUWDFN,Russell World Cap Defensive Net
^NQDMXNAXKRMCAUDT,Nasdaq DM Ex NA Ex Korea Mid Ca
^ILUTR,DYNAMIC DEEP VALUE INTELLIDEX T
^RMICCDT,Russell Microcap Consumer Discr
^DWXHCT,^DWXHCT
^RDXJLUSD,Russell Developed ex-Japan LC
^NQDMXGBT,The NASDAQ DM Ex United Kingdom
DT.MX,DT
31551700.SG,
^DJEUFD,Dow Jones Europe Forecasted Div
^DJIMSI,Dow Jones Islamic Market Sustai
^NQUSM2717CADN,NQ US Md Cap Defense CAD NTR In
SEESGDSR.Z,
^DWGRO,Dow Jones U.S. Growth Total Sto
^NQDM1300JPYN,NASDAQ Developed Chemicals JPY
25181683.SG,
31562065.SG,
31651187.SG,
^NQDMXNAXKRLCCADT,Nasdaq DM Ex NA Ex Korea Large
^OMXCBCAPGI,OMX Copenhagen Benchmark Cap_GI
^RUNZDTR,^RUNZDTR
^NQUSL5333CADN,NQ US Lg Cap Drug Rtlrs CAD NTR
^NQDMXNAXKRMCAUDN,Nasdaq DM Ex NA Ex Korea Mid Ca
^NQUSM3722EURT,NQ US Md Cap Durable Hhld Produ
^NQUSS7573EUR,NQ US Sm Cap Gas Distr EUR Inde
25883278.SG,
31548960.SG,
31875825.SG,
^CXPCX,DAXSECTCHEMIEUR
^W4UTI,Dow Jones Developed Markets ex-
31651237.SG,
^NQDK8000CADN,NASDAQ Denmark Financials CAD N
SDN71D.SW,SBI Dom Non-Gov AAA-BBB 7-10 D
25351316.SG,
^W3SML,^W3SML
^NQDM3700EUR,NASDAQ Developed Psnl & Hhld Go
I2UC.DE,DAXSUBOILGASDISEUR
^NQDM2300LMCADN,NASDAQ DM Constr & Matls Lg Md
^NQDMEUXGBLMAUDT,NASDAQ DM Europe Ex UK Large Mi
^NQUSL0570CAD,"NQ US Lg Cap Oil Eqpt, Svcs & D"
^DJIENE,Dow Jones Islamic Market Oil &
^DJUSLTR,Dow Jones U.S. Large-Cap Total
31548969.SG,
REX.DE,
22270569.SG,
^CX0530GI,OMX Copenhagen Oil & Gas Produc
^NQUSB7573LMN,NQ US Gas Distr Large Mid Cap
^NQDM4000LMT,NASDAQ Developed Health Care Lg
^DWANQFF,Dorsey Wright Focus Five Index
^NQUSL3537GBP,NQ US Lg Cap Soft Drinks GBP In
^DJIGRCT,Dow Jones Islamic Market Greate
31548946.SG,
^JHDMMT,John Hancock Dimensional Mid Ca
20976061.SG,
20976009.SG,
^NQDM1300LMGBPN,NASDAQ Developed Chemicals Lg M
23528511.SG,
^NQUSS5330T,NQ US Sm Cap Food & Drug Retail
WIDEU2730.FGI,
NAVJ.DE,INAV ISDJGT50U
^NQDMXUSXKRLMGBPN,Nasdaq DM Ex US Ex Korea Large
^DWEUTC,Dow Jones Europe Technology Tot
^DJTUTSR,^DJTUTSR
^NQDMXNAXKRT,Nasdaq DM Ex NA Ex Korea TR
^NQDK2000DKK,NASDAQ Denmark Inds DKK Index
^DWCRSV,Dow Jones U.S. Real Estate Serv
31896575.SG,
^DJUSIL,Dow Jones U.S. Life Insurance I
31549679.SG,
^NQDM2000GBP,NASDAQ Developed Inds GBP Index
^ILP,DYNAMIC MID CAP VALUE INTELLIDE
SBI7S.SW,SBGM7T DAILY SHORT
^NQDMEU5700GBP,NASDAQ DM Europe Travel & Leisu
^NQDMEU8000LMJPYN,NASDAQ DM Europe Financials Lg
18578689.SG,
^DJIGSD,Dow Jones Islamic Market Global
25451784.SG,
^DWDVTCT,^DWDVTCT
31548760.SG,
S71UDD.SW,SBI Corporate Utilities Dom D
31696079.SG,
WHDS.DE,HS MSPAEXJP INAV US
^DWTYTR,Dorsey Wright Technical Leaders
^NQDM1300LMEURT,NASDAQ Developed Chemicals Lg M
^NQUSL5330T,NQ US Lg Cap Food & Drug Retail
^SPDTT,S&P Diversified Trends Total Re
VVXA3.DE,
^DJSWDIUP,Dow Jones Sustainability World
^DHS,WisdomTree High-Yielding Equity
^WTDFA,WisdomTree International Equity
^NQDMXUS2000CADN,NASDAQ DM Ex US Industrials CAD
VXG4.DE,
31548932.SG,
31556848.SG,
^NQDMEU8000LMGBPT,NASDAQ DM Europe Financials Lg
^SVDAXAI,S&P Developed ex-Australia Larg
^ILU,DYNAMIC DEEP VALUE INTELLIDEX
^NQDMEU8000LMJPY,NASDAQ DM Europe Financials Lg
^NQDM8500EURT,NASDAQ Developed Ins EUR TR Ind
^NQDMXUSXKRCADT,Nasdaq DM Ex US Ex Korea CAD TR
31651195.SG,
EPDEU.L,
S59D.SW,SBI Gvt-Gvtrel Loc Authority D
^NQDMXUSXKRLMCADT,Nasdaq DM Ex US Ex Korea Large
14103871.SG,
I2LA.DE,DAXSUBAIRLINESEUR
^NQDMEU5000LMGBPN,NASDAQ DM Europe Cnsmr Svcs Lg
14346404.SG,
^NQDMXUSXKRCAD,Nasdaq DM Ex US Ex Korea CAD
WIDEU3000.L,
31561983.SG,
^DJCISIT,Dow Jones Commodity Index Silve
^NQDK4000LMJPYN,NASDAQ Denmark Health Care Lg M
^NQUSB3722LMAUD,NQ US Durable Hhld Products Lg
SX5EDDA.Z,
^W1XGA,Dow Jones Sustainability World
SXXIXDSH.Z,
DE3M.DE,
SMM15P.SW,SMM15P.SW
^WTDITR,Wisdom Tree Dividend Index (TR)
31556840.SG,
S60D.SW,S60D.SW
I1YA.DE,DAXSUBCLOTHFOOTEUR
^W3SGILC,Dow Jones Sustainability World
WIDEU0001.L,
^DEFISWCI,^DEFISWCI
^NQDMXUS0001,NASDAQ DM Ex US Oil & Gas Index
WIDEU5750.L,
31549628.SG,
^NQDMMCCADN,NASDAQ Developed Mid Cap CAD NT
31548744.SG,
^DJCHOS50,Dow Jones China Offshore 50 Ind
^NQDM5700LMAUDN,NASDAQ DM Travel & Leisure Lg M
31560220.SG,
^DWSKD,^DWSKD
^DJFEAS,Dow Jones FEAS Composite Index
^DJLRGDV,^DJLRGDV
^NQDMLMCAUDT,NASDAQ Developed Large Mid Cap
31560239.SG,
^DJUSGU,Dow Jones U.S. Gas Distribution
^NQDMXUSXKRSCGBPN,Nasdaq DM Ex US Ex Korea Small
^DZETR,DYNAMIC SEMICONDUCTOR INTELLIDE
31551972.SG,
^NQDMXNAXKRLCT,Nasdaq DM Ex NA Ex Korea Large
^NQDM3700GBPN,NASDAQ Developed Psnl & Hhld Go
^WTSDGTR,^WTSDGTR
S59GFD.SW,S59GFD.SW
^NQDM6000LMEURN,NASDAQ Developed Telecom Lg Md
^NQDKN,NASDQ DENMARK NTR IDX
^RUFEZLNE,Russell Fundamental Developed E
^NQDMEU4000LM,NASDAQ DM Europe Health Care Lg
31549650.SG,
^DJFEAS5T,Dow Jones FEAS Titans 50 Equal
EUDIXUL.Z,
^DWCCSV,Dow Jones U.S. Consumer Service
21408389.SG,
^NQDM7000GBPN,NASDAQ Developed Utilities GBP
^NQDMEULMN,NASDAQ DM Europe Large Mid Cap
ERXE.FGI,
31549616.SG,
^NQDMEU1300LMEURN,NASDAQ DM Europe Chemicals Lg M
^NQDM3000LMGBPT,NASDAQ DM Cnsmr Goods Lg Md Cap
^DWSGMXTR,DWS Megatrends Index (Net TR w/
^DJSEMDET,Dow Jones Sustainability Emergi
^SP600-45102020,S&P 600 Data Processing & Outso
^NQDKEURN,NASDAQ Denmark EUR NTR Index
SMILEV.SW,SMILEV.SW
^NQUSS2799CAD,NQ US Sm Cap Waste & Disposal S
TIGSDX.Z,
^NQDMMEAMCEURN,NASDAQ DM MEA Mid Cap EUR NTR I
26777339.SG,
^DWEUCG,Dow Jones Europe Consumer Goods
^DJTRETR,^DJTRETR
^DWANQIFFT,Dorsey Wright International Foc
31549589.SG,
^TRSCDX,Thomson Reuters CRI Developed M
EPNL.FGI,
13949274.SG,
^DJCIHG,Dow Jones Commodity Index North
NAVD.DE,INAV ISHARES DAX DE
SDNM15Y.SW,
31549648.SG,
^NQDM3700LMT,NASDAQ DM Psnl & Hhld Goods Lg
^RUGXUDF,Russell Global ex-US Defensive
^DJIEIGS,Dow Jones Islamic Market World
^DEFIDSCI,^DEFIDSCI
12994557.SG,
26776672.SG,
31651222.SG,
^DWCRCS,Dow Jones U.S. Recreational Ser
^DJRUGXUP,Dow Jones Russia GDR ex US/EU S
20634237.SG,
^NQDMEUXGBLMGBP,NASDAQ DM Europe Ex UK Large Mi
^NQDMEU5000LMJPYN,NASDAQ DM Europe Cnsmr Svcs Lg
^RUT200DF,Russell Top 200 Defensive
^NQDM8700LMN,NASDAQ DM Financial Svcs Lg Md
13114894.SG,
^RU10,Dow Jones RusIndex Titans 10
31549563.SG,
20101392.SG,
EPHG.L,
^NQDM6000EURN,NASDAQ Developed Telecom EUR NT
^NQDM8500LMGBP,NASDAQ Developed Ins Large Mid
30995814.SG,
31548978.SG,
^DWDVCG,Dow Jones Global Developed Cons
^DJSWKDEN,Dow Jones Sustainability World
NAVI.DE,INAV ISDJIAU
^NQDMEUSCT,The NASDAQ DM Europe Small Cap
^DWRIN,Dow Jones U.S. Select Real Esta
^XLHKT,^XLHKT
^DJEFNET,^DJEFNET
^NQDK8000GBPT,NASDAQ Denmark Financials GBP T
23711799.SG,
^DJDXNAC,Dow Jones Developed Markets ex
^DWDKDT,^DWDKDT
^NQDMXNAXKRMCN,Nasdaq DM Ex NA Ex Korea Mid Ca
EDER.FGI,
^NQDMEU2000LMCADN,NASDAQ DM Europe Inds Large Mid
^NQDMXKRSCGBPN,Nasdaq DM Ex Korea Small Cap GB
TWDP.L,
^RU3DYNRE,Russell 3000 Dynamic Net EUR
31551976.SG,
ENGF.FGI,
^NQDMMEA9000EURT,NASDAQ DM MEA Tech EUR TR Index
^NQDMEU5000,The NASDAQ DM Europe Consumer S
